normalized_words,moliere_count_in_percentage,moliere_count,corneille_count_in_percentage,corneille_count,moliere_most_common_original_word,moliere_most_common_original_word_count,corneille_most_common_original_word,corneille_most_common_original_word_count
aristomen,3.3882703726815053e-05,12,0.0,0,Aristomène,12.0,,
ariston,2.8235586439012545e-06,1,0.0,0,Ariston,1.0,,
aristot,2.2588469151210036e-05,8,0.0,0,Aristote,8.0,,
arithmet,2.8235586439012545e-06,1,0.0,0,arithmétique,1.0,,
arlequin,2.8235586439012545e-06,1,0.0,0,Arlequin,1.0,,
arma,0.0,0,3.6739447512188313e-06,1,,,arma,1.0
armand,6.21182901658276e-05,22,0.0,0,Armande,22.0,,
armat,2.8235586439012545e-06,1,0.0,0,armata,1.0,,
arme,0.00014400149083896398,51,0.00039311208838041495,107,armes,33.0,armes,60.0
armedon,0.0,0,1.8369723756094156e-05,5,,,Armédon,5.0
armen,2.8235586439012545e-06,1,3.6739447512188313e-06,1,Arménie,1.0,Arménie,1.0
armenien,8.470675931703763e-06,3,3.6739447512188313e-06,1,Arménien,2.0,Arménien,1.0
armer,1.9764910507308783e-05,7,3.306550276096948e-05,9,armer,6.0,armer,7.0
armez,5.647117287802509e-06,2,1.8369723756094156e-05,5,armez,2.0,Armez,4.0
armoi,2.8235586439012545e-06,1,0.0,0,armoi,1.0,,
armoir,8.470675931703763e-06,3,0.0,0,armoire,3.0,,
armoit,2.8235586439012545e-06,1,0.0,0,armoit,1.0,,
armon,0.0,0,3.6739447512188313e-06,1,,,armons,1.0
armyan,2.8235586439012545e-06,1,0.0,0,armyan,1.0,,
arnolph,0.00020894333964869283,74,0.0,0,Arnolphe,74.0,,
aront,0.0,0,9.184861878047078e-05,25,,,Aronte,25.0
arrach,4.517693830242007e-05,16,8.450072927803311e-05,23,arracher,9.0,arracher,10.0
arrache,2.8235586439012545e-06,1,1.1021834253656494e-05,3,arrachée,1.0,arrachée,3.0
arrachent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,arrachent,1.0,arrachent,1.0
arrange,2.8235586439012545e-06,1,0.0,0,arrangées,1.0,,
arret,0.00026823807117061916,95,0.0003306550276096948,90,arrêt,26.0,arrêt,23.0
arrete,5.647117287802509e-06,2,7.347889502437663e-06,2,arrêtée,2.0,arrêtée,2.0
arretent,0.0,0,3.6739447512188313e-06,1,,,arrêtent,1.0
arreton,2.8235586439012545e-06,1,7.347889502437663e-06,2,arrêtons,1.0,arrêtons,2.0
arrier,1.4117793219506272e-05,5,1.8369723756094156e-05,5,arrière,5.0,arrière,5.0
arriv,0.0002174140155803966,77,0.00012124017679022143,33,arrivé,22.0,arrive,11.0
arrivat,2.8235586439012545e-06,1,0.0,0,arrivât,1.0,,
arrive,1.6941351863407527e-05,6,2.5717613258531818e-05,7,arrivée,6.0,arrivée,7.0
arrivent,1.1294234575605018e-05,4,0.0,0,arrivent,4.0,,
arrog,2.8235586439012545e-06,1,4.7761281765844806e-05,13,arrogance,1.0,arrogant,5.0
arros,2.8235586439012545e-06,1,1.1021834253656494e-05,3,arrose,1.0,arroser,2.0
arrous,0.0,0,3.6739447512188313e-06,1,,,arrouseront,1.0
arsino,1.6941351863407527e-05,6,0.0,0,Arsinoé,6.0,,
art,7.341252474143262e-05,26,5.1435226517063636e-05,14,art,23.0,art,14.0
arte,2.8235586439012545e-06,1,0.0,0,arte,1.0,,
artemius,5.647117287802509e-06,2,0.0,0,Artémius,2.0,,
arter,2.8235586439012545e-06,1,0.0,0,artères,1.0,,
articl,2.2588469151210036e-05,8,7.347889502437663e-06,2,article,4.0,article,2.0
articul,2.8235586439012545e-06,1,0.0,0,articulations,1.0,,
artific,4.800049694632133e-05,17,0.00018002329280972272,49,artifice,15.0,artifice,43.0
as,0.0001863548704974828,66,0.0001543056795511909,42,as,57.0,as,27.0
ascagn,5.364761423412383e-05,19,0.0,0,Ascagne,19.0,,
ascend,1.1294234575605018e-05,4,3.6739447512188313e-06,1,ascendant,4.0,ascendant,1.0
asi,2.8235586439012545e-06,1,3.6739447512188313e-06,1,Asie,1.0,Asie,1.0
asil,5.647117287802509e-06,2,2.5717613258531818e-05,7,asile,2.0,asile,7.0
aspect,1.4117793219506272e-05,5,5.5109171268282465e-05,15,aspect,5.0,aspect,15.0
aspir,8.470675931703763e-06,3,6.245706077072014e-05,17,aspirer,2.0,aspire,10.0
aspirent,8.470675931703763e-06,3,3.6739447512188313e-06,1,aspirent,3.0,aspirent,1.0
assaill,2.8235586439012545e-06,1,7.347889502437663e-06,2,assaillant,1.0,assaillant,1.0
assaison,1.4117793219506272e-05,5,0.0,0,assaisonné,2.0,,
assaisonne,2.8235586439012545e-06,1,0.0,0,assaisonnée,1.0,,
assassin,4.2353379658518815e-05,15,0.0001506317347999721,41,assassiné,7.0,assassins,15.0
assassinat,5.647117287802509e-06,2,1.8369723756094156e-05,5,assassinat,2.0,assassinat,5.0
assaut,5.647117287802509e-06,2,2.939155800975065e-05,8,assaut,1.0,assauts,8.0
assegur,2.8235586439012545e-06,1,0.0,0,assegura,1.0,,
assei,8.470675931703763e-06,3,0.0,0,asseyez,2.0,,
assembl,2.2588469151210036e-05,8,6.245706077072014e-05,17,assemble,2.0,assemble,7.0
assemblag,1.9764910507308783e-05,7,0.0,0,assemblage,7.0,,
assemble,2.5412027795111292e-05,9,1.1021834253656494e-05,3,assemblée,5.0,assemblée,3.0
assembleroit,2.8235586439012545e-06,1,0.0,0,assembleroit,1.0,,
assen,5.647117287802509e-06,2,0.0,0,assener,1.0,,
asseoir,1.4117793219506272e-05,5,0.0,0,asseoir,5.0,,
asserv,1.1294234575605018e-05,4,6.245706077072014e-05,17,asservie,2.0,asservie,10.0
assez,0.000954362821638624,338,0.0010727918673558987,292,assez,331.0,assez,272.0
assidu,2.8235586439012545e-06,1,1.1021834253656494e-05,3,assidu,1.0,assidu,1.0
assiduit,1.1294234575605018e-05,4,7.347889502437663e-06,2,assiduités,3.0,assiduité,2.0
assidus,1.1294234575605018e-05,4,0.0,0,assidus,4.0,,
assieg,2.8235586439012545e-06,1,1.1021834253656494e-05,3,assiégeront,1.0,assiège,3.0
assiegent,2.8235586439012545e-06,1,0.0,0,assiègent,1.0,,
assiet,2.2588469151210036e-05,8,3.6739447512188313e-06,1,assiette,5.0,assiette,1.0
assign,5.647117287802509e-06,2,0.0,0,assignation,1.0,,
assigne,2.8235586439012545e-06,1,0.0,0,assignées,1.0,,
assis,4.2353379658518815e-05,15,7.347889502437663e-06,2,assis,14.0,assis,1.0
assist,3.670626237071631e-05,13,1.4695779004875325e-05,4,assistance,6.0,assistance,4.0
assistat,2.8235586439012545e-06,1,0.0,0,assistât,1.0,,
assiste,2.8235586439012545e-06,1,0.0,0,assistée,1.0,,
associ,0.0,0,3.6739447512188313e-06,1,,,associer,1.0
assomm,4.517693830242007e-05,16,3.6739447512188313e-06,1,assomme,5.0,assomme,1.0
assort,1.1294234575605018e-05,4,3.306550276096948e-05,9,assorti,2.0,assorties,4.0
assote,2.8235586439012545e-06,1,0.0,0,assotée,1.0,,
assoup,2.8235586439012545e-06,1,7.347889502437663e-06,2,assoupir,1.0,assoupi,2.0
assouv,0.0,0,4.408733701462598e-05,12,,,assouvie,7.0
assujet,1.9764910507308783e-05,7,1.1021834253656494e-05,3,assujettir,3.0,assujetti,1.0
assur,0.0005957708738631647,211,0.0004702649281560104,128,Assurément,56.0,assurance,29.0
assurat,0.0,0,3.6739447512188313e-06,1,,,assurât,1.0
assure,2.5412027795111292e-05,9,4.041339226340714e-05,11,assurée,9.0,assurée,10.0
assurement,2.8235586439012545e-06,1,0.0,0,assurémente,1.0,,
assurent,0.0,0,1.1021834253656494e-05,3,,,assurent,3.0
assuroient,2.8235586439012545e-06,1,0.0,0,assuroient,1.0,,
assy,2.8235586439012545e-06,1,0.0,0,assy,1.0,,
astre,6.494184880972886e-05,23,2.5717613258531818e-05,7,astre,16.0,astre,5.0
astringent,2.8235586439012545e-06,1,0.0,0,astringente,1.0,,
astrolog,2.8235586439012545e-06,1,0.0,0,astrologie,1.0,,
astrologu,5.647117287802509e-06,2,0.0,0,astrologue,2.0,,
astronom,2.8235586439012545e-06,1,0.0,0,astronomie,1.0,,
at,2.8235586439012545e-06,1,0.0,0,at,1.0,,
atanaton,2.8235586439012545e-06,1,0.0,0,Atanaton,1.0,,
athenien,2.8235586439012545e-06,1,0.0,0,Athénien,1.0,,
atrabilair,2.8235586439012545e-06,1,0.0,0,atrabilaire,1.0,,
attach,0.00011576590439995144,41,0.00010287045303412727,28,attaché,10.0,attache,9.0
attache,2.2588469151210036e-05,8,2.5717613258531818e-05,7,attachée,8.0,attachée,6.0
attachent,2.8235586439012545e-06,1,0.0,0,attachent,1.0,,
attal,0.0,0,3.6739447512188313e-06,1,,,Attale,1.0
attaqu,6.494184880972886e-05,23,5.87831160195013e-05,16,attaquer,8.0,attaque,4.0
attaque,5.647117287802509e-06,2,0.0,0,attaquée,2.0,,
attaquerent,0.0,0,3.6739447512188313e-06,1,,,attaquèrent,1.0
atteindr,2.8235586439012545e-06,1,3.6739447512188313e-06,1,atteindre,1.0,atteindre,1.0
atteint,7.905964202923513e-05,28,0.0001432838452975344,39,atteinte,19.0,atteinte,22.0
attend,0.00023717892608770538,84,0.00024248035358044286,66,Attendez,30.0,attend,21.0
attendent,2.8235586439012545e-06,1,1.4695779004875325e-05,4,attendent,1.0,attendent,4.0
attendois,5.647117287802509e-06,2,0.0,0,attendois,2.0,,
attendoit,2.8235586439012545e-06,1,0.0,0,attendoit,1.0,,
attendon,5.647117287802509e-06,2,1.4695779004875325e-05,4,Attendons,1.0,attendons,3.0
attendr,0.00012988369761945771,46,0.00016900145855606622,46,attendre,41.0,attendre,39.0
attendroit,2.8235586439012545e-06,1,0.0,0,Attendroit,1.0,,
attendron,0.0,0,7.347889502437663e-06,2,,,Attendrons,1.0
attendu,1.4117793219506272e-05,5,1.4695779004875325e-05,4,attendu,5.0,attendu,3.0
attendus,0.0,0,7.347889502437663e-06,2,,,attendus,2.0
attent,7.058896609753136e-05,25,0.0001065443977853461,29,attente,17.0,attente,23.0
