normalized_words,moliere_count_in_percentage,moliere_count,corneille_count_in_percentage,corneille_count,moliere_most_common_original_word,moliere_most_common_original_word_count,corneille_most_common_original_word,corneille_most_common_original_word_count
sain,3.10591450829138e-05,11,5.1435226517063636e-05,14,sain,3.0,saine,4.0
saint,8.188320067313638e-05,29,0.0001396099005463156,38,Saint,10.0,saint,14.0
saintet,2.8235586439012545e-06,1,3.6739447512188313e-06,1,sainteté,1.0,sainteté,1.0
sais,0.0012960134175506758,459,0.0012307714916583085,335,sais,417.0,sais,288.0
saison,5.9294731521926345e-05,21,4.408733701462598e-05,12,saison,21.0,saison,10.0
sait,0.0004404751484485957,156,0.0002939155800975065,80,sait,152.0,sait,75.0
sal,3.10591450829138e-05,11,1.8369723756094156e-05,5,sales,3.0,sale,4.0
salad,2.8235586439012545e-06,1,0.0,0,salade,1.0,,
salair,8.470675931703763e-06,3,6.245706077072014e-05,17,salaire,2.0,salaire,16.0
salamalec,5.647117287802509e-06,2,0.0,0,Salamalec,1.0,,
salamalequ,2.8235586439012545e-06,1,0.0,0,salamalequi,1.0,,
salet,8.470675931703763e-06,3,0.0,0,saletés,3.0,,
sall,4.517693830242007e-05,16,2.204366850731299e-05,6,salle,16.0,salle,5.0
salu,7.341252474143262e-05,26,1.1021834253656494e-05,3,saluer,15.0,saluant,1.0
salud,2.8235586439012545e-06,1,0.0,0,salud,1.0,,
saluon,0.0,0,3.6739447512188313e-06,1,,,saluons,1.0
salut,4.2353379658518815e-05,15,4.041339226340714e-05,11,salut,13.0,salut,11.0
salutair,2.2588469151210036e-05,8,3.673944751218831e-05,10,salutaire,7.0,salutaire,10.0
salv,2.8235586439012545e-06,1,0.0,0,Salve,1.0,,
salvidien,0.0,0,3.6739447512188313e-06,1,,,Salvidien,1.0
salvus,2.8235586439012545e-06,1,0.0,0,Salvus,1.0,,
samaritain,0.0,0,3.6739447512188313e-06,1,,,Samaritaine,1.0
sambleu,5.647117287802509e-06,2,0.0,0,sambleu,2.0,,
san,0.002710616298145204,960,0.003894381436291961,1060,sans,784.0,sans,875.0
sanarm,2.8235586439012545e-06,1,0.0,0,sanarmi,1.0,,
sanch,0.0,0,0.00012491412154144027,34,,,Sanche,34.0
sanctus,2.8235586439012545e-06,1,0.0,0,sanctus,1.0,,
sang,0.00018917842914138405,67,0.0013189461656875603,359,sang,67.0,sang,359.0
sangbleu,2.8235586439012545e-06,1,0.0,0,sangbleu,1.0,,
sangl,1.4117793219506272e-05,5,7.347889502437662e-05,20,sanglante,2.0,sanglant,8.0
sangli,4.2353379658518815e-05,15,0.0,0,sanglier,14.0,,
sanglot,2.8235586439012545e-06,1,3.673944751218831e-05,10,sanglots,1.0,sanglots,10.0
sant,5.364761423412383e-05,19,1.4695779004875325e-05,4,santé,17.0,santé,4.0
saoul,2.8235586439012545e-06,1,0.0,0,saoul,1.0,,
sap,5.647117287802509e-06,2,3.6739447512188313e-06,1,sap,2.0,Saper,1.0
saquos,2.8235586439012545e-06,1,0.0,0,saquos,1.0,,
sardanapal,2.8235586439012545e-06,1,0.0,0,Sardanapale,1.0,,
sarimon,2.8235586439012545e-06,1,0.0,0,sarimonie,1.0,,
sarmon,2.8235586439012545e-06,1,0.0,0,sarmonné,1.0,,
sart,5.647117287802509e-06,2,0.0,0,sart,2.0,,
sarv,2.8235586439012545e-06,1,0.0,0,sarvante,1.0,,
sarviteur,2.8235586439012545e-06,1,0.0,0,sarviteur,1.0,,
sas,5.647117287802509e-06,2,0.0,0,sas,2.0,,
satan,1.4117793219506272e-05,5,3.6739447512188313e-06,1,Satan,3.0,Satan,1.0
satellit,0.0,0,3.6739447512188313e-06,1,,,satellites,1.0
satir,3.3882703726815053e-05,12,3.6739447512188313e-06,1,satire,6.0,satire,1.0
satiris,8.470675931703763e-06,3,0.0,0,satirise,1.0,,
satisf,9.600099389264265e-05,34,7.715283977559545e-05,21,satisfait,33.0,satisfait,18.0
satisfact,2.8235586439012545e-05,10,1.8369723756094156e-05,5,satisfaction,10.0,satisfaction,4.0
satisfair,7.341252474143262e-05,26,0.00011389228728778377,31,satisfaire,26.0,satisfaire,29.0
satisfais,5.647117287802509e-06,2,3.6739447512188313e-06,1,satisfaisant,1.0,satisfaisait,1.0
satisfait,5.0824055590222584e-05,18,5.87831160195013e-05,16,satisfaits,8.0,satisfaite,9.0
satisferoient,2.8235586439012545e-06,1,0.0,0,satisferoient,1.0,,
satisferois,2.8235586439012545e-06,1,0.0,0,satisferois,1.0,,
satisfont,2.8235586439012545e-06,1,0.0,0,satisfont,1.0,,
satrap,2.8235586439012545e-06,1,0.0,0,satrape,1.0,,
saturn,5.647117287802509e-06,2,0.0,0,Saturne,2.0,,
satyr,2.5412027795111292e-05,9,0.0,0,Satyre,6.0,,
sauc,5.647117287802509e-06,2,0.0,0,sauce,1.0,,
sauf,2.8235586439012545e-06,1,0.0,0,sauf,1.0,,
saul,0.0,0,3.6739447512188313e-06,1,,,saule,1.0
saupr,2.8235586439012545e-06,1,0.0,0,saupré,1.0,,
saur,0.00029647365760963174,105,0.0006686579447218273,182,sauriez,35.0,saurait,43.0
saurion,1.1294234575605018e-05,4,0.0,0,saurions,4.0,,
sauroient,2.5412027795111292e-05,9,0.0,0,sauroient,9.0,,
saurois,0.0001863548704974828,66,0.0,0,saurois,66.0,,
sauroit,0.00020894333964869283,74,0.0,0,sauroit,73.0,,
sauron,1.4117793219506272e-05,5,1.8369723756094156e-05,5,saurons,5.0,saurons,4.0
sauront,8.470675931703763e-06,3,2.5717613258531818e-05,7,Sauront,2.0,sauront,7.0
saut,3.10591450829138e-05,11,7.347889502437663e-06,2,saut,3.0,Saute,1.0
sautoir,2.8235586439012545e-06,1,0.0,0,sautoir,1.0,,
sauton,2.8235586439012545e-06,1,0.0,0,sautons,1.0,,
sauv,0.00011576590439995144,41,0.0004629170386535727,126,sauver,13.0,sauver,53.0
sauvag,1.6941351863407527e-05,6,7.347889502437663e-06,2,sauvage,5.0,sauvage,2.0
sauve,5.647117287802509e-06,2,2.204366850731299e-05,6,sauvée,2.0,sauvée,6.0
sauvent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,sauvent,1.0,sauvent,1.0
sauvon,2.8235586439012545e-06,1,2.204366850731299e-05,6,Sauvons,1.0,Sauvons,3.0
sav,0.0006465949294533873,229,0.0003306550276096948,90,savez,151.0,savez,61.0
savant,2.8235586439012545e-06,1,0.0,0,savantas,1.0,,
savantissim,2.8235586439012545e-06,1,0.0,0,savantissime,1.0,,
savent,6.776540745363011e-05,24,3.306550276096948e-05,9,savent,24.0,savent,9.0
saveti,5.647117287802509e-06,2,0.0,0,savetier,1.0,,
savetier,2.8235586439012545e-06,1,0.0,0,savetières,1.0,,
savoir,0.0004941227626827195,175,0.00027554585634141236,75,savoir,173.0,savoir,73.0
savois,5.647117287802509e-05,20,0.0,0,savois,19.0,,
savoit,1.9764910507308783e-05,7,0.0,0,savoit,7.0,,
savon,6.494184880972886e-05,23,1.4695779004875325e-05,4,savons,23.0,savons,4.0
sayavedr,0.0,0,3.6739447512188313e-06,1,,,Sayavèdre,1.0
sbrigan,5.364761423412383e-05,19,0.0,0,Sbrigani,19.0,,
scandal,4.2353379658518815e-05,15,3.6739447512188313e-06,1,scandale,11.0,scandale,1.0
scandalis,5.647117287802509e-05,20,0.0,0,scandalise,8.0,,
scandalise,8.470675931703763e-06,3,0.0,0,scandalisée,3.0,,
scapin,0.00022588469151210036,80,0.0,0,Scapin,80.0,,
scaramouch,1.1294234575605018e-05,4,0.0,0,Scaramouches,3.0,,
scarcin,2.8235586439012545e-06,1,0.0,0,scarcina,1.0,,
sceau,0.0,0,3.6739447512188313e-06,1,,,sceau,1.0
scel,2.8235586439012545e-06,1,0.0,0,scellé,1.0,,
scelerat,7.341252474143262e-05,26,1.8369723756094156e-05,5,scélérat,19.0,scélérat,4.0
scem,2.8235586439012545e-06,1,0.0,0,scemerà,1.0,,
scen,5.0824055590222584e-05,18,1.4695779004875325e-05,4,scène,16.0,scène,3.0
sceptr,1.4117793219506272e-05,5,0.00019839301656581688,54,sceptres,4.0,sceptre,48.0
schiabbol,2.8235586439012545e-06,1,0.0,0,schiabbola,1.0,,
scienc,0.00014682504948286524,52,2.204366850731299e-05,6,science,40.0,science,6.0
scientif,2.8235586439012545e-06,1,0.0,0,scientifiques,1.0,,
scipion,0.0,0,1.1021834253656494e-05,3,,,Scipion,2.0
scoffion,2.8235586439012545e-06,1,0.0,0,scoffions,1.0,,
scol,2.8235586439012545e-06,1,0.0,0,scola,1.0,,
scorpion,0.0,0,3.6739447512188313e-06,1,,,scorpion,1.0
scribendo,2.8235586439012545e-06,1,0.0,0,scribendo,1.0,,
scrupul,9.035387660484014e-05,32,4.041339226340714e-05,11,scrupule,24.0,scrupule,10.0
scyth,0.0,0,1.4695779004875325e-05,4,,,Scythe,2.0
se,0.0053562907474806794,1897,0.00616120534779398,1677,se,1243.0,se,809.0
seau,2.8235586439012545e-06,1,0.0,0,seaux,1.0,,
sec,5.647117287802509e-06,2,0.0,0,sec,2.0,,
secessu,2.8235586439012545e-06,1,0.0,0,secessu,1.0,,
secessus,2.8235586439012545e-06,1,0.0,0,secessus,1.0,,
sech,1.9764910507308783e-05,7,2.5717613258531818e-05,7,sèche,3.0,Sèche,2.0
secheress,8.470675931703763e-06,3,0.0,0,sécheresse,3.0,,
second,0.0002117668982925941,75,0.0002718719115901935,74,Second,28.0,seconde,26.0
secondent,0.0,0,3.6739447512188313e-06,1,,,secondent,1.0
secondon,0.0,0,3.6739447512188313e-06,1,,,Secondons,1.0
secou,2.8235586439012545e-06,1,3.6739447512188313e-06,1,secoués,1.0,secouait,1.0
secour,0.00022588469151210036,80,0.0004114818121365091,112,secours,67.0,secours,85.0
secouru,0.0,0,1.4695779004875325e-05,4,,,secouru,4.0
secourut,0.0,0,3.6739447512188313e-06,1,,,secourût,1.0
secouss,5.647117287802509e-06,2,3.6739447512188313e-06,1,secousse,1.0,secousses,1.0
secret,0.0005223583491217321,185,0.0008156157347705805,222,secret,118.0,secret,128.0
secretair,0.0,0,1.8369723756094156e-05,5,,,secrétaire,5.0
sect,5.647117287802509e-06,2,2.5717613258531818e-05,7,secte,1.0,secte,6.0
sedit,0.0,0,7.347889502437663e-06,2,,,sédition,1.0
sediti,0.0,0,3.6739447512188313e-06,1,,,séditieux,1.0
seducteur,5.647117287802509e-06,2,0.0,0,séducteur,1.0,,
seduir,8.470675931703763e-06,3,5.1435226517063636e-05,14,séduire,3.0,séduire,13.0
seduiront,2.8235586439012545e-06,1,0.0,0,séduiront,1.0,,
seduisent,0.0,0,3.6739447512188313e-06,1,,,séduisent,1.0
seduit,1.6941351863407527e-05,6,7.347889502437662e-05,20,séduit,3.0,séduit,11.0
segnor,1.1294234575605018e-05,4,0.0,0,Segnore,3.0,,
seguy,2.8235586439012545e-06,1,0.0,0,seguy,1.0,,
seigneur,0.0006494184880972885,230,0.0007641805082535169,208,seigneur,134.0,Seigneur,159.0
seigneurial,2.8235586439012545e-06,1,0.0,0,seigneuriaux,1.0,,
seignor,2.8235586439012545e-06,1,0.0,0,seignor,1.0,,
sein,4.2353379658518815e-05,15,9.919650828290844e-05,27,sein,15.0,sein,26.0
seing,5.647117287802509e-06,2,1.1021834253656494e-05,3,seing,2.0,seing,3.0
seiz,8.470675931703763e-06,3,0.0,0,seize,3.0,,
sejour,3.10591450829138e-05,11,5.5109171268282465e-05,15,séjour,11.0,séjour,14.0
sel,2.5412027795111292e-05,9,0.0,0,sel,8.0,,
seleucus,0.0,0,2.939155800975065e-05,8,,,Séleucus,8.0
selli,2.8235586439012545e-06,1,0.0,0,sellier,1.0,,
selon,9.035387660484014e-05,32,1.8369723756094156e-05,5,selon,26.0,selon,3.0
sem,1.6941351863407527e-05,6,6.245706077072014e-05,17,semer,5.0,semé,4.0
semain,1.4117793219506272e-05,5,0.0,0,semaines,4.0,,
sembl,0.0004997698799705221,177,0.0005363959336779494,146,semble,135.0,semble,93.0
semblabl,8.470675931703763e-05,30,6.613100552193897e-05,18,semblable,16.0,semblables,9.0
semblan,2.8235586439012545e-06,1,0.0,0,semblan,1.0,,
semblat,2.8235586439012545e-06,1,0.0,0,semblât,1.0,,
semblent,1.6941351863407527e-05,6,4.7761281765844806e-05,13,semblent,5.0,semblent,11.0
sembloient,2.8235586439012545e-06,1,0.0,0,sembloient,1.0,,
sembloit,2.2588469151210036e-05,8,0.0,0,sembloit,8.0,,
seme,2.8235586439012545e-06,1,3.6739447512188313e-06,1,semées,1.0,semée,1.0
semenc,8.470675931703763e-06,3,0.0,0,semences,3.0,,
sement,0.0,0,3.6739447512188313e-06,1,,,sèment,1.0
semir,0.0,0,3.6739447512188313e-06,1,,,Sémire,1.0
semondr,2.8235586439012545e-06,1,0.0,0,semondre,1.0,,
sempr,2.8235586439012545e-06,1,0.0,0,sempre,1.0,,
sen,0.0005082405559022258,180,0.00042985153589260327,117,sens,175.0,sens,117.0
senat,0.0,0,4.041339226340714e-05,11,,,sénat,11.0
senateur,3.10591450829138e-05,11,0.0,0,Sénateur,10.0,,
senequ,8.470675931703763e-06,3,0.0,0,Sénèque,3.0,,
seno,2.8235586439012545e-06,1,0.0,0,seno,1.0,,
sens,1.6941351863407527e-05,6,0.0,0,sensés,5.0,,
sense,5.647117287802509e-06,2,3.6739447512188313e-06,1,sensée,1.0,sensées,1.0
sensibl,0.00013270725626335895,47,0.00016900145855606622,46,sensible,37.0,sensible,41.0
sensit,8.470675931703763e-06,3,0.0,0,sensitive,3.0,,
senss,5.647117287802509e-06,2,0.0,0,sensse,2.0,,
sent,0.0007115367782631161,252,0.0004923085966633234,134,sentiments,134.0,sentiments,57.0
sentenc,2.2588469151210036e-05,8,0.0,0,sentence,5.0,,
sentenci,2.8235586439012545e-06,1,0.0,0,sentencieux,1.0,,
sentent,5.647117287802509e-06,2,3.6739447512188313e-06,1,sentent,2.0,sentent,1.0
sententiam,2.8235586439012545e-06,1,0.0,0,sententiam,1.0,,
sentimen,2.8235586439012545e-06,1,0.0,0,sentimens,1.0,,
sentinel,1.1294234575605018e-05,4,1.4695779004875325e-05,4,sentinelle,4.0,sentinelle,4.0
sentirois,2.8235586439012545e-06,1,0.0,0,sentirois,1.0,,
sentiroit,2.8235586439012545e-06,1,0.0,0,sentiroit,1.0,,
sentit,2.8235586439012545e-06,1,0.0,0,sentite,1.0,,
sentois,8.470675931703763e-06,3,0.0,0,sentois,3.0,,
seoir,2.8235586439012545e-06,1,0.0,0,seoir,1.0,,
separ,7.058896609753136e-05,25,0.00013226201104387793,36,séparer,8.0,sépare,14.0
separe,5.647117287802509e-06,2,3.6739447512188313e-06,1,séparée,2.0,séparée,1.0
separent,0.0,0,3.6739447512188313e-06,1,,,séparent,1.0
separon,1.1294234575605018e-05,4,7.347889502437663e-06,2,séparons,3.0,Séparons,1.0
sept,5.364761423412383e-05,19,3.6739447512188313e-06,1,sept,17.0,sept,1.0
septembr,0.0,0,3.6739447512188313e-06,1,,,septembre,1.0
septiem,2.8235586439012545e-06,1,0.0,0,septième,1.0,,
septim,0.0,0,6.245706077072014e-05,17,,,Septime,17.0
sepulcr,0.0,0,3.6739447512188313e-06,1,,,sépulcre,1.0
sepultur,0.0,0,1.8369723756094156e-05,5,,,sépulture,5.0
sequar,2.8235586439012545e-06,1,0.0,0,sequare,1.0,,
ser,0.0010560109328190692,374,0.0012969024971802474,353,sera,174.0,serait,108.0
serail,0.0,0,3.6739447512188313e-06,1,,,sérail,1.0
serein,2.8235586439012545e-06,1,0.0,0,serein,1.0,,
serenad,2.2588469151210036e-05,8,3.6739447512188313e-06,1,sérénade,6.0,sérénades,1.0
serf,2.8235586439012545e-06,1,0.0,0,serfir,1.0,,
serg,5.647117287802509e-06,2,0.0,0,serge,2.0,,
sergent,1.1294234575605018e-05,4,1.4695779004875325e-05,4,Sergents,2.0,sergents,4.0
serieux,7.341252474143262e-05,26,3.6739447512188313e-06,1,sérieux,13.0,sérieuse,1.0
seringu,5.647117287802509e-06,2,0.0,0,seringue,2.0,,
serio,2.8235586439012545e-06,1,0.0,0,serio,1.0,,
serion,1.6941351863407527e-05,6,7.347889502437663e-06,2,serions,6.0,serions,2.0
seriosit,2.8235586439012545e-06,1,0.0,0,sériosités,1.0,,
serment,9.31774352487414e-05,33,0.00012491412154144027,34,serments,20.0,serment,18.0
sermon,1.9764910507308783e-05,7,0.0,0,sermon,3.0,,
seroient,4.517693830242007e-05,16,0.0,0,seroient,15.0,,
serois,0.00017223707727797652,61,0.0,0,serois,60.0,,
seroit,0.0004800049694632133,170,0.0,0,seroit,161.0,,
seron,6.494184880972886e-05,23,1.8369723756094156e-05,5,serons,23.0,serons,5.0
seront,0.00010164811118044517,36,6.98049502731578e-05,19,seront,34.0,seront,19.0
serpent,1.9764910507308783e-05,7,1.8369723756094156e-05,5,serpent,4.0,serpents,4.0
serpenteau,0.0,0,3.6739447512188313e-06,1,,,serpenteaux,1.0
serr,4.517693830242007e-05,16,7.347889502437663e-06,2,serrer,5.0,serre,1.0
serrur,2.8235586439012545e-06,1,3.6739447512188313e-06,1,serrures,1.0,serrures,1.0
sert,4.800049694632133e-05,17,0.0002241106298243487,61,sert,17.0,sert,59.0
sertorius,2.8235586439012545e-06,1,0.0,0,Sertorius,1.0,,
serv,0.0004912992040388182,174,0.0006686579447218273,182,servir,81.0,servir,100.0
servag,0.0,0,7.347889502437663e-06,2,,,servage,2.0
servent,2.2588469151210036e-05,8,2.5717613258531818e-05,7,servent,7.0,servent,7.0
serviabl,2.8235586439012545e-06,1,0.0,0,serviable,1.0,,
servic,0.00024000248473160664,85,0.00036372053037066426,99,service,65.0,service,75.0
servil,2.8235586439012545e-06,1,1.1021834253656494e-05,3,servile,1.0,servile,3.0
servilien,0.0,0,3.6739447512188313e-06,1,,,Serviliens,1.0
serviroient,2.8235586439012545e-06,1,0.0,0,Serviroient,1.0,,
serviroit,2.8235586439012545e-06,1,0.0,0,serviroit,1.0,,
serviteur,0.00022870825015600162,81,3.306550276096948e-05,9,serviteur,66.0,serviteur,5.0
servitial,2.8235586439012545e-06,1,0.0,0,servitiale,1.0,,
servitud,5.647117287802509e-06,2,3.6739447512188313e-06,1,servitude,2.0,servitude,1.0
servoit,8.470675931703763e-06,3,0.0,0,servoit,3.0,,
servon,1.1294234575605018e-05,4,3.6739447512188313e-06,1,servons,4.0,servons,1.0
servont,2.8235586439012545e-06,1,0.0,0,servont,1.0,,
set,5.647117287802509e-06,2,0.0,0,set,2.0,,
seul,0.0009402450284191178,333,0.0019435167733947616,529,seul,151.0,seul,283.0
seulement,2.8235586439012545e-06,1,0.0,0,seulemente,1.0,,
seur,0.0,0,7.347889502437663e-06,2,,,seur,2.0
sev,2.8235586439012545e-06,1,0.0,0,sève,1.0,,
sever,5.364761423412383e-05,19,0.00022778457457556754,62,sévère,13.0,Sévère,42.0
severit,4.800049694632133e-05,17,3.673944751218831e-05,10,sévérité,16.0,sévérité,10.0
sevill,0.0,0,3.6739447512188313e-06,1,,,Séville,1.0
sevr,8.470675931703763e-06,3,0.0,0,sevré,2.0,,
sex,9.88245525365439e-05,35,5.1435226517063636e-05,14,sexe,34.0,sexe,14.0
sexagenair,5.647117287802509e-06,2,0.0,0,sexagénaire,2.0,,
sext,0.0,0,3.6739447512188313e-06,1,,,Sexte,1.0
sganarel,0.0032132097367596276,1138,0.0,0,Sganarelle,1137.0,,
sguard,5.647117287802509e-06,2,0.0,0,sguardi,2.0,,
si,0.005438173948153816,1926,0.008461094762056968,2303,si,1496.0,si,1649.0
siamo,2.8235586439012545e-06,1,0.0,0,Siamo,1.0,,
sicil,0.0,0,3.6739447512188313e-06,1,,,Sicile,1.0
sicilien,5.647117287802509e-06,2,0.0,0,Sicilien,2.0,,
siecl,8.753031796093889e-05,31,3.306550276096948e-05,9,siècle,27.0,siècle,8.0
sied,7.341252474143262e-05,26,4.041339226340714e-05,11,sied,24.0,sied,6.0
sieg,8.470675931703763e-05,30,1.8369723756094156e-05,5,siége,14.0,siège,3.0
sien,0.00012988369761945771,46,0.0004151557568877279,113,sien,18.0,sien,53.0
sieroient,2.8235586439012545e-06,1,0.0,0,siéroient,1.0,,
sieur,5.647117287802509e-06,2,7.347889502437663e-06,2,sieur,2.0,sieur,2.0
sif,2.8235586439012545e-06,1,0.0,0,sifs,1.0,,
siffl,5.647117287802509e-06,2,0.0,0,siffle,1.0,,
sign,0.00017506063592187779,62,5.5109171268282465e-05,15,signe,31.0,signe,8.0
signal,2.8235586439012545e-05,10,3.673944751218831e-05,10,signal,4.0,signal,6.0
signale,0.0,0,3.6739447512188313e-06,1,,,signalée,1.0
signalois,2.8235586439012545e-06,1,0.0,0,signalois,1.0,,
signatur,2.8235586439012545e-06,1,0.0,0,signatures,1.0,,
signif,5.647117287802509e-06,2,0.0,0,signification,1.0,,
signifi,5.647117287802509e-06,2,0.0,0,Signifier,1.0,,
signifient,2.8235586439012545e-06,1,0.0,0,signifient,1.0,,
signon,2.8235586439012545e-06,1,0.0,0,Signons,1.0,,
signor,3.670626237071631e-05,13,0.0,0,Signor,7.0,,
silenc,9.31774352487414e-05,33,0.00016900145855606622,46,silence,30.0,silence,44.0
sillon,0.0,0,3.6739447512188313e-06,1,,,sillons,1.0
silvestr,0.00024282604337550788,86,0.0,0,Silvestre,86.0,,
simagre,2.8235586439012545e-06,1,0.0,0,simagrées,1.0,,
similitud,2.8235586439012545e-06,1,0.0,0,similitude,1.0,,
simon,3.3882703726815053e-05,12,0.0,0,Simon,12.0,,
simonet,5.647117287802509e-06,2,0.0,0,Simonette,2.0,,
simpl,8.753031796093889e-05,31,8.450072927803311e-05,23,simple,20.0,simple,13.0
simplicit,1.9764910507308783e-05,7,2.204366850731299e-05,6,simplicité,6.0,simplicité,6.0
simul,2.8235586439012545e-06,1,0.0,0,simulé,1.0,,
sin,5.647117287802509e-06,2,0.0,0,sin,1.0,,
sincer,7.623608338533387e-05,27,6.613100552193897e-05,18,sincère,22.0,sincère,15.0
sincerit,4.2353379658518815e-05,15,2.5717613258531818e-05,7,sincérité,15.0,sincérité,7.0
sing,1.4117793219506272e-05,5,3.6739447512188313e-06,1,singes,3.0,singe,1.0
singer,2.8235586439012545e-06,1,0.0,0,singeries,1.0,,
singularit,2.8235586439012545e-06,1,0.0,0,singulariter,1.0,,
singuli,1.1294234575605018e-05,4,0.0,0,singulier,4.0,,
singulier,1.1294234575605018e-05,4,1.8369723756094156e-05,5,singulière,4.0,singulières,3.0
sinistr,5.647117287802509e-06,2,1.4695779004875325e-05,4,sinistre,2.0,sinistres,3.0
sino,2.8235586439012545e-06,1,0.0,0,Sino,1.0,,
sinon,1.1294234575605018e-05,4,7.347889502437662e-05,20,Sinon,2.0,Sinon,18.0
sio,2.8235586439012545e-06,1,0.0,0,sio,1.0,,
sios,5.647117287802509e-06,2,0.0,0,sios,2.0,,
siquenill,2.8235586439012545e-06,1,0.0,0,siquenilles,1.0,,
sir,8.470675931703763e-06,3,0.00024982824308288055,68,sire,2.0,Sire,40.0
sirop,2.8235586439012545e-06,1,0.0,0,sirops,1.0,,
sis,2.8235586439012545e-05,10,0.0,0,sis,10.0,,
sisyph,0.0,0,3.6739447512188313e-06,1,,,Sisyphe,1.0
sitot,2.5412027795111292e-05,9,0.00024248035358044286,66,sitôt,8.0,sitôt,45.0
situe,2.8235586439012545e-06,1,0.0,0,située,1.0,,
six,0.00025694383659501417,91,6.613100552193897e-05,18,six,83.0,six,17.0
sixain,2.8235586439012545e-06,1,0.0,0,sixain,1.0,,
sixiem,1.6941351863407527e-05,6,0.0,0,Sixième,3.0,,
so,8.470675931703763e-06,3,0.0,0,so,3.0,,
sobriet,8.470675931703763e-06,3,0.0,0,sobriété,3.0,,
societ,1.6941351863407527e-05,6,0.0,0,société,5.0,,
socrat,2.8235586439012545e-06,1,0.0,0,Socrates,1.0,,
soeur,0.0002738851884584217,97,0.000631918497209639,172,soeur,95.0,soeur,167.0
soi,0.00032470924404864426,115,0.0003306550276096948,90,soi,58.0,soi,45.0
soient,0.00018353131185358155,65,0.00013593595579509675,37,soient,65.0,soient,35.0
soif,1.6941351863407527e-05,6,3.673944751218831e-05,10,soif,6.0,soif,10.0
soigneux,1.1294234575605018e-05,4,0.0,0,soigneusement,3.0,,
soin,0.0008414204758825739,298,0.0005143522651706364,140,soins,184.0,soin,74.0
soiont,2.8235586439012545e-06,1,0.0,0,soiont,1.0,,
soir,0.00017506063592187779,62,0.00013593595579509675,37,soir,60.0,soir,36.0
sois,0.00018070775320968028,64,0.0002681979668389747,73,sois,60.0,sois,67.0
soit,0.001242365803316552,440,0.0008339854585266747,227,soit,404.0,soit,203.0
soix,3.3882703726815053e-05,12,0.0,0,soixante,11.0,,
sol,9.88245525365439e-05,35,3.6739447512188313e-06,1,sols,32.0,soles,1.0
soldat,1.6941351863407527e-05,6,0.0001396099005463156,38,soldats,4.0,soldats,24.0
solec,5.647117287802509e-06,2,0.0,0,solécisme,2.0,,
soleil,3.9529821014617566e-05,14,6.245706077072014e-05,17,soleil,11.0,soleil,10.0
solennel,0.0,0,1.4695779004875325e-05,4,,,solennel,4.0
solennit,1.1294234575605018e-05,4,0.0,0,solennité,4.0,,
solicit,2.8235586439012545e-06,1,0.0,0,solicita,1.0,,
solicito,5.647117287802509e-06,2,0.0,0,solicito,2.0,,
solid,2.2588469151210036e-05,8,4.041339226340714e-05,11,solide,7.0,solide,7.0
solidit,0.0,0,3.6739447512188313e-06,1,,,solidité,1.0
solitair,5.647117287802509e-06,2,3.6739447512188313e-06,1,solitaire,1.0,Solitaire,1.0
solitud,4.2353379658518815e-05,15,1.1021834253656494e-05,3,solitude,15.0,solitude,3.0
soliveau,0.0,0,3.6739447512188313e-06,1,,,soliveaux,1.0
sollicit,3.10591450829138e-05,11,5.87831160195013e-05,16,sollicite,7.0,sollicite,11.0
sollicite,2.8235586439012545e-06,1,3.6739447512188313e-06,1,sollicitée,1.0,sollicitée,1.0
solliciteur,0.0,0,3.6739447512188313e-06,1,,,solliciteur,1.0
sollicitud,5.647117287802509e-06,2,0.0,0,sollicitude,2.0,,
sombr,4.517693830242007e-05,16,2.5717613258531818e-05,7,sombre,14.0,sombre,4.0
somm,0.00031906212676084173,113,0.00015797962430240975,43,sommes,95.0,sommes,42.0
sommair,2.8235586439012545e-06,1,0.0,0,sommaire,1.0,,
sommat,2.8235586439012545e-06,1,0.0,0,sommation,1.0,,
sommeil,3.10591450829138e-05,11,2.939155800975065e-05,8,sommeil,7.0,sommeil,8.0
sommet,5.647117287802509e-06,2,0.0,0,sommet,2.0,,
sommi,0.0,0,3.6739447512188313e-06,1,,,sommiers,1.0
somnifer,2.8235586439012545e-06,1,0.0,0,somnifère,1.0,,
somptueux,5.647117287802509e-06,2,0.0,0,somptueux,2.0,,
son,0.003303563613364468,1170,0.006278771579832983,1709,son,1092.0,son,1568.0
sond,1.9764910507308783e-05,7,1.1021834253656494e-05,3,sonder,5.0,sonde,1.0
song,0.000511064114546127,181,0.0002571761325853182,70,songe,47.0,songe,40.0
songe,0.0,0,3.6739447512188313e-06,1,,,songée,1.0
songeat,2.8235586439012545e-06,1,0.0,0,songeât,1.0,,
songent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,songent,1.0,songent,1.0
songeois,2.5412027795111292e-05,9,0.0,0,songeois,9.0,,
songeoit,8.470675931703763e-06,3,0.0,0,songeoit,3.0,,
songeon,3.9529821014617566e-05,14,7.347889502437663e-06,2,songeons,12.0,Songeons,1.0
sonnent,2.8235586439012545e-06,1,0.0,0,sonnent,1.0,,
sonnet,5.364761423412383e-05,19,3.673944751218831e-05,10,sonnet,13.0,sonnet,10.0
sonnois,2.8235586439012545e-06,1,0.0,0,sonnois,1.0,,
